fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,status,project,assigned_to,latitude,longitude,geometry,record_type,rn_type,rn_condition_structure,rn_poor_features,rn_poor_features_other,rn_condition_lot,rn_junk,rn_sidewalk,ai_gutter,ai_roof,ai_siding,ai_landscape,ai_photo,ai_photo_obstruction,ri_sidewalk,ri_sidewalk_condition,ri_accessibility,ri_trees,ri_street_lights,ri_wayfinding,ri_drainage_type,ri_ditch_condition,ri_curb_gutter_condition,cd_first_floor,cd_first_floor_other,cd_vacant_lot_type,cd_vacant_lot_type_other,cd_vacant_lot_parking_surface,cd_vacant_lot_parking_condition,cd_vacant_lot_unpaved_parking_condition,cd_metal_cladding,cd_upper_story,cd_upper_story_type,cd_upper_story_type_other,cd_condition_structure,cd_structure_deficiencies,cd_structure_deficiencies_other,cd_sidewalk_condition,di_trees,di_street_lights,di_wayfinding,di_features,di_features_other,p_access,p_tree_canopy,p_lighting,p_type,p_type_other,does_the_park_include_any_of_the_following_park_types,does_the_park_include_any_of_the_following_park_types_other,p_condition,p_features,p_features_other,photos,photos_caption,photos_url,address_sub_thoroughfare,address_thoroughfare,address_combined,address_suite,address_locality,address_sub_admin_area,address_admin_area,address_postal_code,address_country,address_full,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
eaaf6f0c-5b47-4173-98b0-991563c972b0,2023-06-19 13:03:34 CDT,2023-06-19 13:04:26 CDT,gdf73278@iastate.edu,gdf73278@iastate.edu,2023-06-19 13:33:20 CDT,2023-06-19 13:33:20 CDT,1,,,,43.0577288,-92.31304445,POINT (-92.31304444501248 43.05772880351414),Residential Neighborhood,Single family detached housing unit,Good,,,Fair,no,Good,Poor,Poor,Fair,Fair,Not Obstructed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20f2861f-3098-40c6-9af8-3be051d8c82d,,https://web.fulcrumapp.com/photos/view?photos=20f2861f-3098-40c6-9af8-3be051d8c82d,116,East Hamilton Street,116 East Hamilton Street,,New Hampton,Chickasaw County,Iowa,50659,United States,116 East Hamilton Street New Hampton Chickasaw County Iowa 50659 United States,,,,,
24d08448-120e-4c6a-895d-dd66e741e745,2023-06-19 13:08:52 CDT,2023-06-19 13:10:17 CDT,gdf73278@iastate.edu,gdf73278@iastate.edu,2023-06-19 13:33:22 CDT,2023-06-19 13:33:22 CDT,1,,,,43.05719822,-92.31504675,POINT (-92.31504675337024 43.0571982240472),Residential Neighborhood,Single family detached housing unit,Good,,,Good,no,Good,Good,Good,Good,Good,Not Obstructed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7b964a1f-33a3-49f0-9e12-43392c92da06,,https://web.fulcrumapp.com/photos/view?photos=7b964a1f-33a3-49f0-9e12-43392c92da06,206,South Chestnut Avenue,206 South Chestnut Avenue,,New Hampton,Chickasaw County,Iowa,50659,United States,206 South Chestnut Avenue New Hampton Chickasaw County Iowa 50659 United States,,,,,
50f42b37-abdd-4d33-9fa1-7a3802c69cdd,2023-06-19 13:10:31 CDT,2023-06-19 13:11:35 CDT,gdf73278@iastate.edu,gdf73278@iastate.edu,2023-06-19 13:33:22 CDT,2023-06-19 13:33:22 CDT,1,,,,43.05704386,-92.31504648,POINT (-92.31504647564017 43.057043862993886),Residential Neighborhood,Single family detached housing unit,Good,,,Good,no,Good,Good,Good,Good,Good,Partially Obstructed,Trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1eeb0492-f135-423c-8e03-3aaa267b4769,,https://web.fulcrumapp.com/photos/view?photos=1eeb0492-f135-423c-8e03-3aaa267b4769,206,South Chestnut Avenue,206 South Chestnut Avenue,,New Hampton,Chickasaw County,Iowa,50659,United States,206 South Chestnut Avenue New Hampton Chickasaw County Iowa 50659 United States,,,,,
45d25aee-3f6f-4dac-a612-deb3a456c6a7,2023-06-19 13:12:00 CDT,2023-06-19 13:14:29 CDT,gdf73278@iastate.edu,gdf73278@iastate.edu,2023-06-19 13:33:23 CDT,2023-06-19 13:33:23 CDT,1,,,,43.05681163,-92.31504536,POINT (-92.31504535561577 43.05681163473844),Residential Neighborhood,Single family detached housing unit,Fair,,,Fair,no,Good,Fair,Good,Good,Good,Not Obstructed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f60d5ca2-f9d0-4228-9a4d-4801cbbb9f86,,https://web.fulcrumapp.com/photos/view?photos=f60d5ca2-f9d0-4228-9a4d-4801cbbb9f86,216,South Chestnut Avenue,216 South Chestnut Avenue,,New Hampton,Chickasaw County,Iowa,50659,United States,216 South Chestnut Avenue New Hampton Chickasaw County Iowa 50659 United States,,,,,
f95ab868-cdd1-472b-b650-181d9e7d96c0,2023-06-19 13:16:07 CDT,2023-06-19 13:17:17 CDT,gdf73278@iastate.edu,gdf73278@iastate.edu,2023-06-19 13:33:24 CDT,2023-06-19 13:33:24 CDT,1,,,,43.05660737,-92.31498577,POINT (-92.31498577408485 43.05660737426672),Residential Neighborhood,Single family detached housing unit,Good,,,Good,no,Good,Good,Good,Good,Good,Partially Obstructed,Trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900b77c-8ee2-4eb4-a548-5afc8f3aa2af,,https://web.fulcrumapp.com/photos/view?photos=1900b77c-8ee2-4eb4-a548-5afc8f3aa2af,220,South Chestnut Avenue,220 South Chestnut Avenue,,New Hampton,Chickasaw County,Iowa,50659,United States,220 South Chestnut Avenue New Hampton Chickasaw County Iowa 50659 United States,,,,,
d3ca8b6d-5641-4ec8-9cd1-308b5b790470,2023-06-19 13:18:37 CDT,2023-06-19 13:20:50 CDT,gdf73278@iastate.edu,gdf73278@iastate.edu,2023-06-19 13:33:24 CDT,2023-06-19 13:33:24 CDT,1,,,,43.05676351,-92.31537908,POINT (-92.31537908152464 43.056763510553296),General Residential Impressions,,,,,,,,,,,,,,yes,Good,yes,Fair,Good,Good,Curb and gutter,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fbe41d4f-1443-446e-bf35-f77f64f31300,bbb5ad92-4674-44f1-baed-844fea292d39,e3b2d64a-9610-4404-bff8-6fad99b1269c,a876eb86-d44a-4aa5-b9d7-8bff59cbaff8",",,,",https://web.fulcrumapp.com/photos/view?photos=fbe41d4f-1443-446e-bf35-f77f64f31300%2Cbbb5ad92-4674-44f1-baed-844fea292d39%2Ce3b2d64a-9610-4404-bff8-6fad99b1269c%2Ca876eb86-d44a-4aa5-b9d7-8bff59cbaff8,216,South Chestnut Avenue,216 South Chestnut Avenue,,New Hampton,Chickasaw County,Iowa,50659,United States,216 South Chestnut Avenue New Hampton Chickasaw County Iowa 50659 United States,,,,,
c24315e6-f594-4619-99b6-b2f7b3edfc14,2023-06-19 13:21:00 CDT,2023-06-19 13:22:02 CDT,gdf73278@iastate.edu,gdf73278@iastate.edu,2023-06-19 13:33:25 CDT,2023-06-19 13:33:25 CDT,1,,,,43.05609206,-92.31504261,POINT (-92.31504261129443 43.05609206387634),Residential Neighborhood,Single family detached housing unit,Good,,,Good,no,Good,Good,Good,Good,Good,Not Obstructed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb91c389-53d1-4fde-a54c-7216e2c4e532,,https://web.fulcrumapp.com/photos/view?photos=eb91c389-53d1-4fde-a54c-7216e2c4e532,228,South Chestnut Avenue,228 South Chestnut Avenue,,New Hampton,Chickasaw County,Iowa,50659,United States,228 South Chestnut Avenue New Hampton Chickasaw County Iowa 50659 United States,,,,,
fe99bb86-293b-403c-8526-d41774fc6866,2023-06-19 13:23:41 CDT,2023-06-19 13:24:31 CDT,gdf73278@iastate.edu,gdf73278@iastate.edu,2023-06-19 13:33:26 CDT,2023-06-19 13:33:26 CDT,1,,,,43.05574901,-92.31503054,POINT (-92.31503053604283 43.05574901450969),Residential Neighborhood,Single family detached housing unit,Good,,,Good,no,Good,Good,Good,Good,Good,Not Obstructed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e7fa0a6-23e1-4d38-87a3-2eebd2d801a9,,https://web.fulcrumapp.com/photos/view?photos=4e7fa0a6-23e1-4d38-87a3-2eebd2d801a9,232,South Chestnut Avenue,232 South Chestnut Avenue,,New Hampton,Chickasaw County,Iowa,50659,United States,232 South Chestnut Avenue New Hampton Chickasaw County Iowa 50659 United States,,,,,
bb5f84e5-c4aa-466d-82ae-24c4e7df27c2,2023-06-19 13:25:13 CDT,2023-06-19 13:26:14 CDT,gdf73278@iastate.edu,gdf73278@iastate.edu,2023-06-19 13:33:26 CDT,2023-06-19 13:33:26 CDT,1,,,,43.0555287,-92.31501034,POINT (-92.31501033951847 43.05552869703605),Residential Neighborhood,Single family detached housing unit,Good,,,Good,no,Good,Good,Good,Good,Good,Not Obstructed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1769505a-ea6b-44d6-8d74-5f3fe28828e0,,https://web.fulcrumapp.com/photos/view?photos=1769505a-ea6b-44d6-8d74-5f3fe28828e0,244,South Chestnut Avenue,244 South Chestnut Avenue,,New Hampton,Chickasaw County,Iowa,50659,United States,244 South Chestnut Avenue New Hampton Chickasaw County Iowa 50659 United States,,,,,
01535a9a-0a38-45e6-aebb-2a177863d6b1,2023-06-19 13:26:39 CDT,2023-06-19 13:30:36 CDT,gdf73278@iastate.edu,gdf73278@iastate.edu,2023-06-19 13:33:27 CDT,2023-06-19 13:33:27 CDT,1,,,,43.0553461,-92.31505701,POINT (-92.31505700730278 43.05534610042039),Residential Neighborhood,Single family detached housing unit,Good,,,Good,no,Fair,Good,Good,Good,Good,Not Obstructed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab24f70a-cb79-4224-ab40-b4ece6c6710f,,https://web.fulcrumapp.com/photos/view?photos=ab24f70a-cb79-4224-ab40-b4ece6c6710f,248,South Chestnut Avenue,248 South Chestnut Avenue,,New Hampton,Chickasaw County,Iowa,50659,United States,248 South Chestnut Avenue New Hampton Chickasaw County Iowa 50659 United States,,,,,
